test_num,passage_num,question,correct_context_index
8,2,19 The authors refer to work by Camerer and others (line 56) in order to ,3
8,2,The graph following the passage offers evidence that gift-givers base their predictions of how much a gift will be appreciated on ,2
8,2,The authors would likely attribute the differences in gift-giver and recipient mean appreciation as represented in the graph to ,4
8,3,22 The authors use the word “backbone” in lines 3 and 39 to indicate that ,3
8,3,randomly with one another. Which of the following statements in the passage contradicts the student’s claim? ,1
8,3,"24 In the second paragraph (lines 12-19), what do the authors claim to be a feature of biological interest? ",1
8,3,25 The authors’ main purpose of including the information about X-ray evidence and density is to ,1
8,3,"pair consisted of two purines, for example, there would not be room for it” (lines 29-30) implies that a pair ",2
8,3,"The authors’ use of the words “exact,” “specific,” and “complement” in lines 47-49 in the final paragraph functions mainly to ",4
8,3,"1 Based on the table and passage, which choice gives the correct percentages of the purines in yeast DNA? ",2
8,3,29 Do the data in the table support the authors’ proposed pairing of bases in DNA? ,4
8,3,of base percentages in sea urchin DNA provides evidence in support of the answer to the previous question? ,4
8,3,"each organism’s DNA the same or does it vary, and which statement made by the authors is most consistent with that data? ",0
8,4, 32 The main purpose of the passage is to ,3
8,4, 1 The central claim of the passage is that ,3
8,4,34 Woolf uses the word “we” throughout the passage mainly to ,2
8,4,"35 According to the passage, Woolf chooses the setting of the bridge because it ",0
8,4,36 Woolf indicates that the procession she describes in the passage ,1
8,4,37 Which choice provides the best evidence for the answer to the previous question? ,1
8,4,1 Woolf characterizes the questions in lines 53-57 (“For we . . . men”) as both ,3
8,4,39 Which choice provides the best evidence for the answer to the previous question? ,0
8,4,Which choice most closely captures the meaning of the figurative “sixpence” referred to in lines 70 and 71? ,3
8,4,The range of places and occasions listed in lines 72-76 (“Let us . . . funerals”) mainly serves to emphasize how ,4
8,5,"1 In lines 9-17, the author of Passage 1 mentions several companies primarily to ",0
8,5,43 The author of Passage 1 indicates that space mining could have which positive effect? ,2
8,5,44 Which choice provides the best evidence for the answer to the previous question? ,3
8,5," 45 As used in line 19, “demands” most nearly means ",1
8,5,46 What function does the discussion of water in lines 35-40 serve in Passage 1? ,1
8,5,47 The central claim of Passage 2 is that space mining has positive potential but ,3
8,5," 48 As used in line 68, “hold” most nearly means ",3
8,5, Which statement best describes the relationship between the passages? ,3
8,5,"The author of Passage 2 would most likely respond to the discussion of the future of space mining in lines 18-28, Passage 1, by claiming that such a future ",4
8,5,51 Which choice provides the best evidence for the answer to the previous question? ,1
8,5,Which point about the resources that will be highly valued in space is implicit in Passage 1 and explicit in Passage 2? ,4
